Publisher Label,Publisher URI,RegistrationDate,Ethnicity,Nationality,Reason,Need,Age,DecisionDate,Decision,DecisionCode
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/06/2014 00:00:00,White: Other,Not Rec,other,dependent children,29,06/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/06/2014 00:00:00,Asian/AsBrit: Indian,Not Rec,end AST not arrears,dependent children,35,06/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/05/2014 00:00:00,Asian/AsBrit: Indian,UK National,other,dependent children,52,06/11/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/07/2011 00:00:00,White: British,UK National,eviction - parents,dependent children,33,07/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/08/2014 00:00:00,Asian/AsBrit: Other,Not Rec,eviction - parents,vulnerable-mental illness,35,07/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/10/2014 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,48,07/11/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/10/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,38,07/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/07/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,DV - partner,dependent children,26,07/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/08/2014 00:00:00,White: Other,Not Rec,loss of rented - other,dependent children,41,10/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/10/2014 00:00:00,White: British,Not Rec,eviction - parents,dependent children,16,11/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/08/2014 00:00:00,Other,Other EEA National,rent arrears - private,dependent children,44,11/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/07/2014 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,42,11/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/10/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,vulnerable-mental illness,52,12/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/07/2014 00:00:00,White: British,Not Rec,eviction - parents,dependent children,23,12/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/08/2014 00:00:00,Black/BlkBrit: Caribbean,Not Rec,other,care leaver under 21 yrs,21,12/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/03/2014 00:00:00,Mixed: White/Black Africn,UK National,DV - assoc pers not partn,domestic violence/ threat,23,14/11/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/09/2014 00:00:00,White: British,UK National,eviction - parents,dependent children,24,14/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/09/2014 00:00:00,White: British,UK National,leaving prison,vulnerable - HM forces,19,14/11/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/09/2014 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,44,17/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/09/2014 00:00:00,White: British,UK National,other,vulnerable-custody/remand,54,17/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/10/2014 00:00:00,White: Other,Other EEA National,eviction - relatives,dependent children,35,18/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/06/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,end AST not arrears,dependent children,26,18/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/08/2014 00:00:00,Mixed: Other,Not Rec,eviction - parents,pregnant,21,18/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/09/2014 00:00:00,Other,Not Rec,end AST not arrears,dependent children,30,19/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/08/2014 00:00:00,White: British,Not Rec,eviction - relatives,vulnerable-mental illness,39,20/11/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/09/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,29,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/08/2014 00:00:00,Asian/AsBrit: Other,UK National,eviction - parents,dependent children,23,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/04/2011 00:00:00,Asian/AsBrit: Indian,Non-EEA National,end AST not arrears,dependent children,44,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/08/2014 00:00:00,Mixed: White/Black Caribn,UK National,DV - partner,dependent children,24,20/11/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/04/2014 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - friends,dependent children,30,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/08/2014 00:00:00,Asian/AsBrit: Bangladeshi,Not Rec,end AST not arrears,vulnerable - physical,58,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/11/2013 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,40,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/07/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,other,dependent children,37,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/06/2014 00:00:00,Asian/AsBrit: Indian,Not Rec,eviction - friends,pregnant,34,20/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/04/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,42,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/10/2013 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,54,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/10/2014 00:00:00,White: Other,Other EEA National,end AST not arrears,vulnerable - other,76,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/02/2014 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,44,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/08/2014 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,38,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/08/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,rent arrears - private,dependent children,43,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/09/2014 00:00:00,White: British,Not Rec,loss of rented - other,dependent children,23,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/10/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,32,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/10/2014 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,vulnerable - physical,61,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/10/2014 00:00:00,White: Other,UK National,end AST not arrears,dependent children,31,25/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/11/2013 00:00:00,Asian/AsBrit: Indian,Not Rec,eviction - parents,dependent children,38,26/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/10/2014 00:00:00,Black/BlkBrit: African,Not Rec,end NASS accommodation,dependent children,40,26/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/11/2014 00:00:00,White: Other,UK National,end AST not arrears,dependent children,50,26/11/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/09/2014 00:00:00,White: British,UK National,other,dependent children,35,26/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/07/2014 00:00:00,White: British,UK National,end AST not arrears,dependent children,23,26/11/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/09/2014 00:00:00,Black/BlkBrit: African,Not Rec,rent arrears - private,dependent children,30,27/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/10/2014 00:00:00,White: Other,UK National,leaving hospital,vulnerable-mental illness,38,28/11/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/11/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,35,01/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/07/2014 00:00:00,Asian/AsBrit: Pakistani,Non-EEA National,end AST not arrears,dependent children,37,01/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/11/2014 00:00:00,White: British,UK National,relationshp brkdwn not DV,dependent children,24,01/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/09/2014 00:00:00,White: British,UK National,eviction - parents,dependent children,32,02/12/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/02/2014 00:00:00,Black/BlkBrit: African,Non-EEA National,end AST not arrears,dependent children,34,02/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,13/10/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,35,03/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/06/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,31,03/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,20/11/2011 00:00:00,White: British,UK National,eviction - parents,pregnant,22,04/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/06/2014 00:00:00,White: British,UK National,eviction - relatives,vulnerable - other,37,04/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/10/2014 00:00:00,White: Other,Not Rec,loss of rented - other,dependent children,29,04/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/07/2014 00:00:00,White: Other,UK National,sleeping rough,vulnerable - other,43,04/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,29/08/2014 00:00:00,Other,Not Rec,end AST not arrears,vulnerable-mental illness,28,04/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/10/2014 00:00:00,Asian/AsBrit: Other,UK National,DV - assoc pers not partn,dependent children,21,04/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/04/2014 00:00:00,White: British,Not Rec,resident llord eviction,drug dependency,34,04/12/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/08/2014 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,38,05/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/09/2014 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,28,05/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,07/10/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,28,09/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/10/2014 00:00:00,Other,Not Rec,end AST not arrears,vulnerable - physical,52,10/12/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/09/2014 00:00:00,Other,Not Rec,eviction - parents,pregnant,24,11/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/07/2014 00:00:00,White: British,Not Rec,other,vulnerable-mental illness,35,11/12/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,26/08/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,43,11/12/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/11/2014 00:00:00,Asian/AsBrit: Other,UK National,eviction - relatives,vulnerable-mental illness,29,11/12/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,30/09/2014 00:00:00,Black/BlkBrit: African,UK National,eviction - parents,pregnant,19,11/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/10/2014 00:00:00,White: British,UK National,other,vulnerable - physical,31,12/12/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,19/06/2014 00:00:00,White: Other,Not Rec,relationshp brkdwn not DV,dependent children,22,12/12/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,23/06/2014 00:00:00,Asian/AsBrit: Pakistani,UK National,DV - partner,dependent children,37,12/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/12/2014 00:00:00,Asian/AsBrit: Indian,Not Rec,eviction - parents,dependent children,26,12/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/12/2014 00:00:00,No Information Provided,Not Rec,eviction - relatives,dependent children,18,12/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/10/2014 00:00:00,No Information Provided,UK National,relationshp brkdwn not DV,dependent children,28,12/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/09/2014 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,33,15/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/06/2014 00:00:00,Asian/AsBrit: Indian,UK National,rent arrears - private,dependent children,38,15/12/2014 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/11/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,26,17/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/11/2014 00:00:00,White: British,UK National,eviction - parents,pregnant,23,17/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/11/2014 00:00:00,White: British,Not Rec,eviction - parents,care leaver under 21 yrs,24,17/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/11/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,28,17/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/11/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,end AST not arrears,dependent children,40,18/12/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,27/05/2014 00:00:00,White: Other,Not Rec,DV - assoc pers not partn,dependent children,49,18/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/10/2014 00:00:00,White: Other,Not Rec,end AST not arrears,dependent children,41,18/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/10/2014 00:00:00,White: Other,Not Rec,eviction - parents,dependent children,20,19/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,05/11/2014 00:00:00,White: Other,Not Rec,loss of rented - other,dependent children,27,19/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/11/2014 00:00:00,White: British,UK National,eviction - relatives,pregnant,27,22/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/09/2014 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,40,22/12/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,21/11/2014 00:00:00,White: British,UK National,eviction - parents,pregnant,19,22/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/02/2014 00:00:00,White: Irish,Not Rec,leaving prison,vulnerable - physical,55,23/12/2014 00:00:00,Intentionally homeless,2
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/11/2014 00:00:00,White: Irish,Not Rec,eviction - parents,dependent children,21,23/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/07/2014 00:00:00,White: British,Not Rec,leaving prison,care leaver under 21 yrs,20,24/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/07/2014 00:00:00,Black/BlkBrit: African,Not Rec,other,dependent children,32,24/12/2014 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/07/2014 00:00:00,Black/BlkBrit: Other,Not Rec,leaving hospital,vulnerable-mental illness,49,24/12/2014 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/11/2014 00:00:00,Black/BlkBrit: African,Not Rec,end AST not arrears,dependent children,29,05/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,31/07/2014 00:00:00,Black/BlkBrit: Other,UK National,end AST not arrears,dependent children,34,07/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,25/11/2014 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,43,07/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,14/10/2014 00:00:00,Black/BlkBrit: Other,Not Rec,eviction - parents,pregnant,25,07/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/04/2014 00:00:00,White: British,UK National,end AST not arrears,dependent children,32,09/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,01/10/2014 00:00:00,Asian/AsBrit: Indian,Not Rec,other,domestic violence/ threat,33,12/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/10/2014 00:00:00,No Information Provided,UK National,end AST not arrears,dependent children,43,12/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/12/2014 00:00:00,White: British,UK National,DV - partner,dependent children,25,13/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/08/2014 00:00:00,White: Irish,Not Rec,eviction - parents,care leaver under 21 yrs,20,13/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/01/2015 00:00:00,Asian/AsBrit: Indian,Not Rec,eviction - relatives,dependent children,22,14/01/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,28/11/2014 00:00:00,Asian/AsBrit: Other,Not Rec,DV - partner,dependent children,33,15/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/01/2015 00:00:00,White: Other,Poland,end AST not arrears,dependent children,36,19/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/01/2015 00:00:00,White: Other,Not Rec,sleeping rough,vulnerable - other,45,23/01/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/01/2015 00:00:00,No Information Provided,Not Rec,sleeping rough,vulnerable - other,40,23/01/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/01/2015 00:00:00,White: Other,Not Rec,sleeping rough,vulnerable - other,57,23/01/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/01/2015 00:00:00,White: Other,Not Rec,sleeping rough,vulnerable - other,0,23/01/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,22/01/2015 00:00:00,Asian/AsBrit: Other,UK National,resident llord eviction,dependent children,34,23/01/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,16/01/2015 00:00:00,White: Other,Not Rec,sleeping rough,vulnerable - other,0,23/01/2015 00:00:00,no priority need,3
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/01/2015 00:00:00,Black/BlkBrit: Other,Not Rec,end AST not arrears,dependent children,37,26/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,12/01/2015 00:00:00,White: British,Not Rec,eviction - relatives,dependent children,19,26/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/11/2014 00:00:00,Black/BlkBrit: Other,Not Rec,other,dependent children,32,28/01/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/12/2014 00:00:00,Black/BlkBrit: African,UK National,loss of rented - other,dependent children,25,02/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,24/12/2014 00:00:00,Black/BlkBrit: Other,Not Rec,relationshp brkdwn not DV,dependent children,29,02/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,03/12/2014 00:00:00,Mixed: Other,UK National,end AST not arrears,dependent children,29,03/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/01/2015 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,31,04/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,10/10/2014 00:00:00,Asian/AsBrit: Other,Non-EEA National,end AST not arrears,dependent children,33,04/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,08/12/2014 00:00:00,White: British,Not Rec,loss of rented - other,dependent children,35,04/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,06/02/2015 00:00:00,Asian/AsBrit: Other,UK National,eviction - parents,dependent children,25,06/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,11/07/2014 00:00:00,Asian/AsBrit: Pakistani,Not Rec,sleeping rough,vulnerable - other,28,09/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,15/01/2015 00:00:00,Asian/AsBrit: Other,Not Rec,end AST not arrears,dependent children,27,10/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/12/2014 00:00:00,Black/BlkBrit: African,Not Rec,loss of rented - other,dependent children,37,11/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,18/09/2014 00:00:00,Asian/AsBrit: Pakistani,Other EEA National,end AST not arrears,dependent children,47,11/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,09/09/2014 00:00:00,White: British,UK National,eviction - parents,dependent children,33,11/02/2015 00:00:00,approved permanent rehous,1
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,17/12/2014 00:00:00,Other,Not Rec,DV - partner,dependent children,31,11/02/2015 00:00:00,Not Homeless,4
London Borough of Hounslow,http://opendatacommunities.org/id/london-borough-council/hounslow,02/08/2012 00:00:00,Other,Non-EEA National,end AST not arrears,vulnerable-mental illness,24,12/02/2015 00:00:00,approved permanent rehous,1
